StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,intro,gender,age_4,Q2_First Click,Q2_Last Click,Q2_Page Submit,Q2_Click Count,A,Q2_First Click,Q2_Last Click,Q2_Page Submit,Q2_Click Count,A,Q2_First Click,Q2_Last Click,Q2_Page Submit,Q2_Click Count,A,Q2_First Click,Q2_Last Click,Q2_Page Submit,Q2_Click Count,A,Q2_First Click,Q2_Last Click,Q2_Page Submit,Q2_Click Count,N,Q2_First Click,Q2_Last Click,Q2_Page Submit,Q2_Click Count,N,Q2_First Click,Q2_Last Click,Q2_Page Submit,Q2_Click Count,N,Q2_First Click,Q2_Last Click,Q2_Page Submit,Q2_Click Count,N,Q2_First Click,Q2_Last Click,Q2_Page Submit,Q2_Click Count,A,Q2_First Click,Q2_Last Click,Q2_Page Submit,Q2_Click Count,A,Q2_First Click,Q2_Last Click,Q2_Page Submit,Q2_Click Count,A,Q2_First Click,Q2_Last Click,Q2_Page Submit,Q2_Click Count,A,Q2_First Click,Q2_Last Click,Q2_Page Submit,Q2_Click Count,N,Q2_First Click,Q2_Last Click,Q2_Page Submit,Q2_Click Count,N,Q2_First Click,Q2_Last Click,Q2_Page Submit,Q2_Click Count,N,Q2_First Click,Q2_Last Click,Q2_Page Submit,Q2_Click Count,N,Referer,Q_num
03/04/2023 18:26,03/04/2023 18:26,2,100,1,1,03/04/2023 18:26,R_6hwhR1V5C4w01w2,test,,4,5,84,0.1,7.5,2.86,49,4,,,,,,,,,,,,,,,,,,,,,9.02,9.53,9.44,33,1,,,,,,,,,,,2.87,3.23,9.36,35,5,,,,,,,,,,,,,,,,0.59,2.25,6.21,46,5,,,,,,,,,,,,,,,,https://bgu.qualtrics.com/survey-builder/SV_bKuEQWtZm8qxWw6/edit?SurveyID=SV_bKuEQWtZm8qxWw6,
03/04/2023 18:26,03/04/2023 18:26,2,100,1,1,03/04/2023 18:26,R_0CxurkWbm1Go0qW,test,,4,4,73,,,,,,,,,,,1.19,4.49,3.37,42,6,,,,,,,,,,,,,,,,,,,,,7.75,7.75,8.69,42,7,,,,,,6.96,8.51,9.25,28,2,,,,,,,,,,,,,,,,1.38,5.2,6.2,17,7,,,,,,,,,,,https://bgu.qualtrics.com/survey-builder/SV_bKuEQWtZm8qxWw6/edit?SurveyID=SV_bKuEQWtZm8qxWw6,
03/04/2023 18:26,03/04/2023 18:26,2,100,1,1,03/04/2023 18:26,R_eP3mUdk5wam9eUC,test,,4,6,29,5.53,9.96,7.47,39,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.88,9.7,6.78,39,2,,,,,,,,,,,5.03,9.95,9.78,32,1,,,,,,,,,,,8.67,9.77,9.19,15,5,,,,,,,,,,,https://bgu.qualtrics.com/survey-builder/SV_bKuEQWtZm8qxWw6/edit?SurveyID=SV_bKuEQWtZm8qxWw6,
03/04/2023 18:26,03/04/2023 18:26,2,100,1,1,03/04/2023 18:26,R_0ol6LG0O5iw0n3M,test,,4,6,34,,,,,,3.95,4.95,9.05,27,4,,,,,,,,,,,,,,,,2.71,8.88,9.06,25,1,,,,,,,,,,,,,,,,7.29,8.16,8.08,47,1,,,,,,,,,,,,,,,,,,,,,0.45,2.37,7.05,37,5,,,,,,https://bgu.qualtrics.com/survey-builder/SV_bKuEQWtZm8qxWw6/edit?SurveyID=SV_bKuEQWtZm8qxWw6,
03/04/2023 18:26,03/04/2023 18:26,2,100,0,1,03/04/2023 18:26,R_dbZALzG1NZYBxBk,test,,4,4,55,,,,,,9.35,9.85,9.53,15,4,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,6.85,3.14,1,2,,,,,,,,,,,4.05,7.4,9.04,35,2,,,,,,6.52,8.67,6.55,27,7,,,,,,,,,,,,,,,,https://bgu.qualtrics.com/survey-builder/SV_bKuEQWtZm8qxWw6/edit?SurveyID=SV_bKuEQWtZm8qxWw6,
03/04/2023 18:26,03/04/2023 18:26,2,100,0,1,03/04/2023 18:26,R_6WZWoustrEqxtwW,test,,4,5,98,,,,,,,,,,,,,,,,0.09,9.08,1.02,15,2,,,,,,,,,,,,,,,,7.69,7.96,9.65,12,7,3.99,8.9,9.4,19,1,,,,,,,,,,,,,,,,3.16,5.72,8.28,11,6,,,,,,,,,,,,,,,,https://bgu.qualtrics.com/survey-builder/SV_bKuEQWtZm8qxWw6/edit?SurveyID=SV_bKuEQWtZm8qxWw6,
03/04/2023 18:26,03/04/2023 18:26,2,100,0,1,03/04/2023 18:26,R_8wcvFIhz11JY0UC,test,,4,4,84,0.4,3.78,5.3,19,5,,,,,,,,,,,,,,,,,,,,,,,,,,8.35,9.02,9.82,11,4,,,,,,7.43,9.23,8.91,39,7,,,,,,,,,,,,,,,,,,,,,,,,,,4.31,8.7,8.71,32,1,,,,,,https://bgu.qualtrics.com/survey-builder/SV_bKuEQWtZm8qxWw6/edit?SurveyID=SV_bKuEQWtZm8qxWw6,
03/04/2023 18:26,03/04/2023 18:26,2,100,0,1,03/04/2023 18:26,R_1HcuajYEXFY2g2W,test,,4,5,81,,,,,,3.55,3.56,9.3,9,6,,,,,,,,,,,,,,,,,,,,,,,,,,1.25,3.61,3.94,10,4,6.69,8.04,9.99,40,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.24,8.46,8.64,31,2,https://bgu.qualtrics.com/survey-builder/SV_bKuEQWtZm8qxWw6/edit?SurveyID=SV_bKuEQWtZm8qxWw6,
03/04/2023 18:26,03/04/2023 18:26,2,100,1,1,03/04/2023 18:26,R_85NQlICj1z153VA,test,,4,4,76,,,,,,,,,,,9.58,9.88,9.71,43,5,,,,,,,,,,,4.85,9.43,7.4,4,1,,,,,,,,,,,,,,,,3.96,6.48,8.22,11,3,,,,,,,,,,,,,,,,,,,,,,,,,,5.78,8.59,8.18,36,5,https://bgu.qualtrics.com/survey-builder/SV_bKuEQWtZm8qxWw6/edit?SurveyID=SV_bKuEQWtZm8qxWw6,
03/04/2023 18:26,03/04/2023 18:26,2,100,1,1,03/04/2023 18:26,R_e4dlS7Qpe9Qh9mS,test,,4,4,20,,,,,,,,,,,2.89,6.29,3.2,47,5,,,,,,,,,,,8.1,8.33,8.55,17,2,,,,,,,,,,,,,,,,2.97,9.35,9.62,0,5,,,,,,,,,,,,,,,,0.82,9.71,8.01,17,2,,,,,,,,,,,https://bgu.qualtrics.com/survey-builder/SV_bKuEQWtZm8qxWw6/edit?SurveyID=SV_bKuEQWtZm8qxWw6,
03/04/2023 18:26,03/04/2023 18:26,2,100,0,1,03/04/2023 18:26,R_do3GO9lXCnKEyFg,test,,4,6,33,,,,,,,,,,,,,,,,0.14,6.72,2,7,1,,,,,,,,,,,7.09,9.64,8.52,13,3,,,,,,0.94,3.83,8.08,46,7,,,,,,,,,,,,,,,,,,,,,,,,,,2.52,4.63,6.51,35,7,,,,,,https://bgu.qualtrics.com/survey-builder/SV_bKuEQWtZm8qxWw6/edit?SurveyID=SV_bKuEQWtZm8qxWw6,
03/04/2023 18:26,03/04/2023 18:26,2,100,1,1,03/04/2023 18:26,R_5AaOaNpWCpBso0m,test,,4,6,91,4.29,6.52,7.36,24,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.68,9.87,9.75,33,7,,,,,,,,,,,1.54,6.25,2.44,9,3,,,,,,,,,,,,,,,,6.53,9.05,8.84,3,7,,,,,,https://bgu.qualtrics.com/survey-builder/SV_bKuEQWtZm8qxWw6/edit?SurveyID=SV_bKuEQWtZm8qxWw6,
03/04/2023 18:26,03/04/2023 18:26,2,100,1,1,03/04/2023 18:26,R_6mKeNig9MJ1ivTo,test,,4,6,75,7.99,9.24,8.29,5,5,,,,,,,,,,,,,,,,,,,,,9.9,9.91,9.95,42,3,,,,,,,,,,,,,,,,8.36,9.31,9.14,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,2.97,3.64,5.21,47,3,https://bgu.qualtrics.com/survey-builder/SV_bKuEQWtZm8qxWw6/edit?SurveyID=SV_bKuEQWtZm8qxWw6,
03/04/2023 18:26,03/04/2023 18:26,2,100,1,1,03/04/2023 18:26,R_20ouektZRYeNm5w,test,,4,4,58,,,,,,,,,,,,,,,,0.4,0.5,2.58,29,2,,,,,,,,,,,7.64,8.3,9.6,6,6,,,,,,,,,,,8.59,9.36,9.31,35,2,,,,,,,,,,,,,,,,,,,,,,,,,,0.46,5.12,6.67,36,5,https://bgu.qualtrics.com/survey-builder/SV_bKuEQWtZm8qxWw6/edit?SurveyID=SV_bKuEQWtZm8qxWw6,
03/04/2023 18:26,03/04/2023 18:26,2,100,1,1,03/04/2023 18:26,R_9praJW8Syy1LRDE,test,,4,6,46,,,,,,,,,,,,,,,,1.83,4.14,9.27,35,7,,,,,,4.15,8.33,4.72,17,4,,,,,,,,,,,,,,,,8.45,9.51,9.54,36,6,,,,,,,,,,,,,,,,0.56,5.75,4.84,6,1,,,,,,,,,,,https://bgu.qualtrics.com/survey-builder/SV_bKuEQWtZm8qxWw6/edit?SurveyID=SV_bKuEQWtZm8qxWw6,
